branch_id,trial_type,initial_request_id,run_id,task_id,task_dataset_version,category,subcategory,gold_polarity,ground_truth_type,task_order_index,model_order_index,model_label,model_code,provider,api_interface,provider_model_id_requested,deployment_name,api_version,region,configuration_status,system_prompt_condition,system_prompt_id,disagreement_strength,strength_code,strength_order_index,disagreement_source_field,disagreement_template_id,disagreement_prompt_hash,branch_context_rule,temperature,top_p,max_output_tokens,seed,reasoning_effort,tools_enabled,web_enabled,retrieval_enabled,memory_enabled,streaming_enabled,random_seed,planned_status
BR_R02_C1_SRC_001_GPT55_MODERATE,branch,INIT_R02_C1_SRC_001_GPT55,2,C1_SRC_001,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,19,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,460b7a7caccbd9ad,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_001_CLAUDE_WEAK,branch,INIT_R02_C1_SRC_001_CLAUDE,2,C1_SRC_001,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,19,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,1,weak_disagreement,DISAGREE_WEAK_V1,e4266aa9110aa9c5,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_001_CLAUDE_STRONG,branch,INIT_R02_C1_SRC_001_CLAUDE,2,C1_SRC_001,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,19,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,1dcbb5e4d4d75f30,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_001_CLAUDE_MODERATE,branch,INIT_R02_C1_SRC_001_CLAUDE,2,C1_SRC_001,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,19,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,460b7a7caccbd9ad,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_018_GPT55_MODERATE,branch,INIT_R02_C2_METH_018_GPT55,2,C2_METH_018,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,control_group,positive,rubric_based,20,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,db63b3a9222c5063,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_018_GPT55_WEAK,branch,INIT_R02_C2_METH_018_GPT55,2,C2_METH_018,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,control_group,positive,rubric_based,20,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,83b34b0415e1bb2a,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_018_GPT55_STRONG,branch,INIT_R02_C2_METH_018_GPT55,2,C2_METH_018,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,control_group,positive,rubric_based,20,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,3,strong_disagreement,DISAGREE_STRONG_V1,5093cd9ac0f42dfa,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_018_CLAUDE_MODERATE,branch,INIT_R02_C2_METH_018_CLAUDE,2,C2_METH_018,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,control_group,positive,rubric_based,20,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,db63b3a9222c5063,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_018_CLAUDE_STRONG,branch,INIT_R02_C2_METH_018_CLAUDE,2,C2_METH_018,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,control_group,positive,rubric_based,20,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,5093cd9ac0f42dfa,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_018_CLAUDE_WEAK,branch,INIT_R02_C2_METH_018_CLAUDE,2,C2_METH_018,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,control_group,positive,rubric_based,20,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,3,weak_disagreement,DISAGREE_WEAK_V1,83b34b0415e1bb2a,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_001_GPT55_MODERATE,branch,INIT_R02_C2_METH_001_GPT55,2,C2_METH_001,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,correlation_causation,negative,rubric_based,21,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,a9efe30c0df3cb94,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_001_GPT55_WEAK,branch,INIT_R02_C2_METH_001_GPT55,2,C2_METH_001,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,correlation_causation,negative,rubric_based,21,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,31a0911bfed51b23,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_001_GPT55_STRONG,branch,INIT_R02_C2_METH_001_GPT55,2,C2_METH_001,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,correlation_causation,negative,rubric_based,21,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,3,strong_disagreement,DISAGREE_STRONG_V1,8fbea8dffa403781,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_001_CLAUDE_MODERATE,branch,INIT_R02_C2_METH_001_CLAUDE,2,C2_METH_001,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,correlation_causation,negative,rubric_based,21,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,a9efe30c0df3cb94,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_001_CLAUDE_WEAK,branch,INIT_R02_C2_METH_001_CLAUDE,2,C2_METH_001,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,correlation_causation,negative,rubric_based,21,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,31a0911bfed51b23,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_001_CLAUDE_STRONG,branch,INIT_R02_C2_METH_001_CLAUDE,2,C2_METH_001,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,correlation_causation,negative,rubric_based,21,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,3,strong_disagreement,DISAGREE_STRONG_V1,8fbea8dffa403781,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_006_CLAUDE_MODERATE,branch,INIT_R02_C2_METH_006_CLAUDE,2,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,22,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,ae717429f0f5ab18,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_006_CLAUDE_STRONG,branch,INIT_R02_C2_METH_006_CLAUDE,2,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,22,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,45abebdd930e93a7,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_006_CLAUDE_WEAK,branch,INIT_R02_C2_METH_006_CLAUDE,2,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,22,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,3,weak_disagreement,DISAGREE_WEAK_V1,9dc4363dbc9edd1e,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_006_GPT55_WEAK,branch,INIT_R02_C2_METH_006_GPT55,2,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,22,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,1,weak_disagreement,DISAGREE_WEAK_V1,9dc4363dbc9edd1e,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_006_GPT55_STRONG,branch,INIT_R02_C2_METH_006_GPT55,2,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,22,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,45abebdd930e93a7,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_006_GPT55_MODERATE,branch,INIT_R02_C2_METH_006_GPT55,2,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,22,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,ae717429f0f5ab18,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_011_CLAUDE_STRONG,branch,INIT_R02_C1_SRC_011_CLAUDE,2,C1_SRC_011,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,positive,provided_excerpt,23,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,1,strong_disagreement,DISAGREE_STRONG_V1,cbe473dfa90fa380,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_011_CLAUDE_WEAK,branch,INIT_R02_C1_SRC_011_CLAUDE,2,C1_SRC_011,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,positive,provided_excerpt,23,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,71bf290e03782c0d,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_011_CLAUDE_MODERATE,branch,INIT_R02_C1_SRC_011_CLAUDE,2,C1_SRC_011,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,positive,provided_excerpt,23,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,05c253f7dc698f1d,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_011_GPT55_STRONG,branch,INIT_R02_C1_SRC_011_GPT55,2,C1_SRC_011,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,positive,provided_excerpt,23,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,1,strong_disagreement,DISAGREE_STRONG_V1,cbe473dfa90fa380,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_011_GPT55_WEAK,branch,INIT_R02_C1_SRC_011_GPT55,2,C1_SRC_011,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,positive,provided_excerpt,23,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,71bf290e03782c0d,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_011_GPT55_MODERATE,branch,INIT_R02_C1_SRC_011_GPT55,2,C1_SRC_011,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,positive,provided_excerpt,23,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,05c253f7dc698f1d,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_018_GPT55_MODERATE,branch,INIT_R02_C1_SRC_018_GPT55,2,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,24,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,420bd5c623a4a608,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_018_GPT55_STRONG,branch,INIT_R02_C1_SRC_018_GPT55,2,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,24,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,5c7b9e9727ccc3fc,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_018_GPT55_WEAK,branch,INIT_R02_C1_SRC_018_GPT55,2,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,24,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,3,weak_disagreement,DISAGREE_WEAK_V1,45bf4cf666d9959e,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_018_CLAUDE_STRONG,branch,INIT_R02_C1_SRC_018_CLAUDE,2,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,24,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,1,strong_disagreement,DISAGREE_STRONG_V1,5c7b9e9727ccc3fc,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_018_CLAUDE_WEAK,branch,INIT_R02_C1_SRC_018_CLAUDE,2,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,24,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,45bf4cf666d9959e,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C1_SRC_018_CLAUDE_MODERATE,branch,INIT_R02_C1_SRC_018_CLAUDE,2,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,24,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,420bd5c623a4a608,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C3_ARG_006_GPT55_STRONG,branch,INIT_R02_C3_ARG_006_GPT55,2,C3_ARG_006,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,unclear_contribution,negative,rubric_based,25,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,1,strong_disagreement,DISAGREE_STRONG_V1,bc0b4d1b30b14e1c,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C3_ARG_006_GPT55_MODERATE,branch,INIT_R02_C3_ARG_006_GPT55,2,C3_ARG_006,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,unclear_contribution,negative,rubric_based,25,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,2,moderate_disagreement,DISAGREE_MODERATE_V1,5479041ae31497f0,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C3_ARG_006_GPT55_WEAK,branch,INIT_R02_C3_ARG_006_GPT55,2,C3_ARG_006,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,unclear_contribution,negative,rubric_based,25,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,3,weak_disagreement,DISAGREE_WEAK_V1,197bb02468d592f7,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C3_ARG_006_CLAUDE_MODERATE,branch,INIT_R02_C3_ARG_006_CLAUDE,2,C3_ARG_006,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,unclear_contribution,negative,rubric_based,25,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,5479041ae31497f0,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C3_ARG_006_CLAUDE_WEAK,branch,INIT_R02_C3_ARG_006_CLAUDE,2,C3_ARG_006,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,unclear_contribution,negative,rubric_based,25,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,197bb02468d592f7,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C3_ARG_006_CLAUDE_STRONG,branch,INIT_R02_C3_ARG_006_CLAUDE,2,C3_ARG_006,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,unclear_contribution,negative,rubric_based,25,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,3,strong_disagreement,DISAGREE_STRONG_V1,bc0b4d1b30b14e1c,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_011_GPT55_WEAK,branch,INIT_R02_C2_METH_011_GPT55,2,C2_METH_011,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,causal_language,positive,rubric_based,26,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,1,weak_disagreement,DISAGREE_WEAK_V1,793e1397789751b8,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_011_GPT55_STRONG,branch,INIT_R02_C2_METH_011_GPT55,2,C2_METH_011,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,causal_language,positive,rubric_based,26,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,3747f151648e690e,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_011_GPT55_MODERATE,branch,INIT_R02_C2_METH_011_GPT55,2,C2_METH_011,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,causal_language,positive,rubric_based,26,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,2ef8fd3fffdf878b,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_011_CLAUDE_STRONG,branch,INIT_R02_C2_METH_011_CLAUDE,2,C2_METH_011,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,causal_language,positive,rubric_based,26,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,1,strong_disagreement,DISAGREE_STRONG_V1,3747f151648e690e,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_011_CLAUDE_WEAK,branch,INIT_R02_C2_METH_011_CLAUDE,2,C2_METH_011,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,causal_language,positive,rubric_based,26,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,793e1397789751b8,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_011_CLAUDE_MODERATE,branch,INIT_R02_C2_METH_011_CLAUDE,2,C2_METH_011,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,causal_language,positive,rubric_based,26,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,2ef8fd3fffdf878b,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_007_CLAUDE_MODERATE,branch,INIT_R02_C2_METH_007_CLAUDE,2,C2_METH_007,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,construct_operationalisation,negative,rubric_based,27,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,f7f0e83656c89228,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R02_C2_METH_007_CLAUDE_STRONG,branch,INIT_R02_C2_METH_007_CLAUDE,2,C2_METH_007,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,construct_operationalisation,negative,rubric_based,27,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,0bf676739b848512,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
